date,mem_util_percent,net_in,net_out,disk_io_percent,OT
226350,89,36.31,25.69,16,27
226600,89,36.31,25.69,8,34
226610,90,36.31,25.69,8,30
226700,91,36.31,25.7,18,28
226870,93,36.31,25.7,6,33
226890,93,36.31,25.7,6,41
226950,95,36.31,25.7,3,50
227000,93,36.32,25.7,5,50
227040,94,36.32,25.7,7,36
227240,92,36.32,25.7,11,29
227370,93,36.32,25.7,12,44
227450,93,36.32,25.7,5,44
227460,92,36.32,25.7,4,52
227480,92,36.32,25.7,4,32
227780,92,36.33,25.71,7,36
227880,89,36.33,25.71,4,26
227910,89,36.33,25.71,4,27
227920,89,36.33,25.71,4,27
227960,89,36.33,25.71,2,35
227990,89,36.33,25.71,2,27
228220,89,36.33,25.71,3,32
228260,89,36.33,25.71,2,32
228420,88,36.33,25.71,1,39
228430,88,36.33,25.71,1,21
228480,88,36.34,25.71,1,29
228520,88,36.34,25.71,1,18
228630,88,36.34,25.71,3,19
228780,88,36.34,25.71,2,29
229000,89,36.34,25.71,1,23
229140,89,36.34,25.71,3,24
229180,90,36.34,25.71,3,28
229190,90,36.34,25.71,3,28
229230,90,36.34,25.71,2,39
229450,90,36.35,25.71,3,56
229600,91,36.35,25.72,4,27
229630,90,36.35,25.72,2,24
229680,91,36.35,25.72,1,27
229860,93,36.35,25.72,8,49
229900,89,36.35,25.72,8,24
229910,89,36.35,25.72,8,27
229970,88,36.35,25.72,13,34
230120,89,36.36,25.72,4,23
230150,88,36.36,25.72,4,19
230210,88,36.36,25.72,5,21
230240,88,36.36,25.72,2,19
230370,88,36.36,25.72,1,33
230460,88,36.36,25.72,2,19
230510,88,36.36,25.72,2,25
230520,89,36.36,25.72,3,25
230740,88,36.36,25.72,5,20
230880,88,36.36,25.72,3,29
230900,89,36.36,25.72,3,20
230970,89,36.36,25.72,2,24
231050,89,36.37,25.72,2,19
231110,90,36.37,25.72,2,20
231140,90,36.37,25.72,2,38
231150,90,36.37,25.72,2,45
231180,91,36.37,25.72,6,33
231360,90,36.37,25.73,3,24
231640,90,36.37,25.73,5,22
231840,89,36.37,25.73,3,21
231880,90,36.37,25.73,3,41
231960,89,36.38,25.73,5,34
232290,90,36.38,25.73,4,21
232330,90,36.38,25.73,3,19
232360,89,36.38,25.73,3,15
232450,89,36.38,25.73,3,33
232460,90,36.38,25.73,3,14
232470,90,36.38,25.73,3,15
232590,89,36.38,25.73,2,37
232720,90,36.38,25.73,2,16
232740,90,36.38,25.73,2,14
232750,90,36.38,25.73,2,15
232800,91,36.38,25.73,1,37
232910,91,36.39,25.73,2,40
233000,92,36.39,25.74,3,17
233010,91,36.39,25.74,3,17
233020,91,36.39,25.74,3,12
233080,93,36.39,25.74,4,24
233110,94,36.39,25.74,2,38
233510,91,36.4,25.74,8,45
233540,90,36.4,25.74,5,34
233580,90,36.4,25.74,8,23
233630,91,36.4,25.74,8,21
233690,91,36.4,25.74,6,30
234000,91,36.41,25.74,3,22
234100,94,36.41,25.75,6,35
234270,94,36.41,25.75,2,40
234300,93,36.41,25.75,4,35
234380,91,36.41,25.75,6,23
234520,90,36.42,25.75,4,29
234570,91,36.42,25.75,3,35
234660,92,36.42,25.75,5,49
234720,91,36.42,25.75,6,29
234770,92,36.42,25.75,6,30
234780,92,36.42,25.75,4,35
234840,91,36.42,25.75,5,28
234970,91,36.42,25.75,4,27
235070,91,36.43,25.75,6,28
235130,90,36.43,25.75,4,41
235300,91,36.43,25.76,4,26
235480,92,36.43,25.76,4,24
235520,91,36.43,25.76,2,50
235770,90,36.44,25.76,3,39
235810,90,36.44,25.76,1,19
235840,91,36.44,25.76,1,17
235930,90,36.44,25.76,5,17
236130,90,36.44,25.76,5,20
236150,89,36.44,25.76,5,12
236180,89,36.44,25.76,2,22
236290,89,36.44,25.76,2,41
236410,89,36.44,25.76,3,25
236490,91,36.45,25.76,4,46
237410,94,36.46,25.77,4,29
237420,96,36.46,25.77,4,54
237860,96,36.47,25.77,8,58
237870,95,36.47,25.77,8,49
237880,95,36.47,25.77,8,31
238000,94,36.47,25.77,9,23
238510,93,36.48,25.78,4,25
238550,93,36.48,25.78,4,20
238600,94,36.48,25.78,5,32
238630,92,36.48,25.78,9,26
238780,92,36.48,25.78,4,26
238800,92,36.48,25.78,6,17
238900,91,36.48,25.78,5,24
238970,93,36.48,25.78,5,58
239000,94,36.49,25.78,3,24
239010,94,36.49,25.78,3,28
239070,92,36.49,25.78,3,20
239210,93,36.49,25.78,2,26
239310,93,36.49,25.78,4,20
239360,93,36.49,25.78,4,22
239370,93,36.49,25.78,4,22
239610,94,36.49,25.79,4,23
239660,94,36.49,25.79,8,24
239830,94,36.5,25.79,7,24
239860,93,36.5,25.79,7,23
239990,94,36.5,25.79,5,22
240060,93,36.5,25.79,11,25
240080,92,36.5,25.79,11,23
240200,92,36.5,25.79,12,22
240210,92,36.5,25.79,12,21
240360,92,36.5,25.79,6,23
240440,91,36.5,25.79,9,20
240480,91,36.5,25.79,7,16
240650,92,36.51,25.8,4,31
240670,92,36.51,25.8,5,27
240720,92,36.51,25.8,4,20
241080,94,36.51,25.8,3,17
241100,94,36.51,25.8,3,18
241240,94,36.51,25.8,2,20
241280,96,36.51,25.8,2,28
241310,96,36.51,25.8,2,32
241520,95,36.52,25.8,6,38
241590,95,36.52,25.8,3,32
241700,90,36.52,25.8,5,29
241770,89,36.52,25.8,4,26
241780,89,36.52,25.8,4,26
241790,89,36.52,25.8,4,25
241910,89,36.52,25.81,2,26
242020,90,36.52,25.81,4,28
242070,90,36.52,25.81,2,38
242150,88,36.53,25.81,6,30
242280,88,36.53,25.81,4,23
242320,88,36.53,25.81,4,24
242510,88,36.53,25.81,4,21
242590,90,36.53,25.81,1,39
242670,88,36.53,25.81,3,20
242690,88,36.53,25.81,3,22
242780,89,36.53,25.81,1,22
242790,89,36.53,25.81,1,22
242870,88,36.53,25.81,1,17
242890,87,36.53,25.81,2,15
242950,88,36.53,25.81,1,18
242970,88,36.53,25.81,1,18
243070,89,36.53,25.81,1,19
243200,88,36.54,25.82,4,23
243260,88,36.54,25.82,4,25
243300,88,36.54,25.82,4,24
243410,90,36.54,25.82,2,37
243420,90,36.54,25.82,5,34
243510,88,36.54,25.82,8,34
243640,90,36.54,25.82,2,22
243690,89,36.54,25.82,4,20
243760,90,36.54,25.82,3,26
243810,89,36.55,25.82,2,20
243830,89,36.55,25.82,2,19
243910,89,36.55,25.82,2,21
244020,90,36.55,25.82,3,23
244080,91,36.55,25.82,3,21
244130,92,36.55,25.82,3,28
244240,90,36.55,25.82,6,35
244310,91,36.55,25.82,9,25
244480,92,36.56,25.83,14,30
244520,93,36.56,25.83,9,30
244560,92,36.56,25.83,5,27
244620,90,36.56,25.83,8,23
244640,90,36.56,25.83,8,27
244660,90,36.56,25.83,8,24
244790,92,36.56,25.83,8,29
244810,92,36.56,25.83,7,26
244980,94,36.56,25.83,9,27
245020,94,36.56,25.83,9,34
245300,90,36.57,25.83,5,39
245430,91,36.57,25.83,3,40
245700,92,36.57,25.84,5,47
245780,92,36.57,25.84,5,43
245890,91,36.58,25.84,3,30
246010,92,36.58,25.84,5,41
246180,90,36.58,25.84,5,21
246240,91,36.58,25.84,2,24
246410,94,36.58,25.84,6,35
246440,93,36.58,25.84,10,27
246450,92,36.58,25.84,10,25
246550,91,36.59,25.84,4,22
246620,92,36.59,25.84,4,23
246710,94,36.59,25.84,5,30
246820,92,36.59,25.85,6,20
247060,93,36.59,25.85,8,35
247100,92,36.59,25.85,6,23
247120,92,36.6,25.85,6,23
247250,92,36.6,25.85,2,34
247370,95,36.6,25.85,3,27
247560,94,36.6,25.85,7,29
247710,92,36.61,25.85,5,18
247830,94,36.61,25.85,5,29
247870,94,36.61,25.85,6,30
248000,93,36.61,25.85,26,32
248130,94,36.61,25.86,6,23
248290,94,36.61,25.86,6,23
248380,96,36.62,25.86,4,19
248450,96,36.62,25.86,3,23
248650,96,36.62,25.86,3,38
248860,90,36.62,25.86,6,30
248940,91,36.62,25.86,3,27
249020,89,36.63,25.86,4,22
249060,89,36.63,25.86,3,25
249110,88,36.63,25.86,3,20
249250,90,36.63,25.86,3,26
249270,90,36.63,25.87,3,26
249370,92,36.63,25.87,3,40
249390,92,36.63,25.87,3,33
249430,91,36.63,25.87,4,30
249530,91,36.63,25.87,8,34
249550,92,36.63,25.87,2,39
249640,95,36.64,25.87,3,33
249710,93,36.64,25.87,1,29
249790,93,36.64,25.87,3,27
249810,92,36.64,25.87,3,24
249820,92,36.64,25.87,3,20
249990,92,36.64,25.87,3,19
250020,91,36.64,25.87,2,14
250130,91,36.64,25.87,1,20
250160,91,36.64,25.88,2,21
250220,92,36.64,25.88,3,31
250250,93,36.64,25.88,3,25
250310,93,36.64,25.88,3,28
250340,92,36.64,25.88,4,28
250350,91,36.64,25.88,4,27
250450,92,36.65,25.88,4,28
250600,93,36.65,25.88,2,30
250640,95,36.65,25.88,4,45
250650,95,36.65,25.88,4,42
250680,95,36.65,25.88,15,28
250750,95,36.65,25.88,3,26
250760,94,36.65,25.88,3,25
250780,94,36.65,25.88,3,23
250840,94,36.66,25.88,2,24
251070,94,36.66,25.88,3,26
251100,95,36.66,25.88,3,32
251210,93,36.66,25.88,1,26
251320,93,36.66,25.88,4,23
251350,94,36.66,25.88,2,22
251860,94,36.67,25.89,2,23
251960,96,36.67,25.89,2,23
252020,98,36.67,25.89,3,34
252100,98,36.68,25.89,101,37
252120,96,36.68,25.89,6,35
252160,97,36.68,25.89,6,42
252180,97,36.68,25.89,5,37
252270,97,36.68,25.89,4,36
252400,92,36.68,25.89,2,28
252420,92,36.68,25.89,3,22
252560,91,36.68,25.89,3,20
252640,91,36.69,25.9,4,28
252650,91,36.69,25.9,4,26
252660,91,36.69,25.9,4,23
252670,91,36.69,25.9,4,22
252770,89,36.69,25.9,3,21
252800,89,36.69,25.9,2,20
252890,88,36.69,25.9,3,13
252930,89,36.69,25.9,3,24
252980,89,36.69,25.9,2,23
253010,89,36.69,25.9,2,19
253190,89,36.69,25.9,3,19
253230,90,36.69,25.9,2,21
253580,91,36.7,25.9,4,24
253610,91,36.7,25.9,4,24
253640,91,36.7,25.9,5,22
253710,90,36.7,25.9,3,21
253780,91,36.7,25.91,1,21
253950,91,36.7,25.91,2,22
253980,90,36.7,25.91,2,20
254050,91,36.7,25.91,1,21
254090,92,36.7,25.91,1,26
254270,91,36.71,25.91,2,16
254280,91,36.71,25.91,2,16
254340,91,36.71,25.91,1,20
254410,92,36.71,25.91,1,23
254530,92,36.71,25.91,2,23
254560,92,36.71,25.91,2,20
254640,93,36.71,25.91,2,26
254670,93,36.71,25.91,2,32
254760,91,36.71,25.91,5,20
254770,91,36.71,25.91,5,21
254870,92,36.71,25.91,3,16
254940,91,36.71,25.91,3,12
255010,91,36.71,25.91,1,16
255230,91,36.72,25.92,1,18
255240,91,36.72,25.92,3,18
255360,90,36.72,25.92,3,16
255520,91,36.72,25.92,1,21
255750,93,36.72,25.92,2,30
255880,93,36.73,25.92,3,29
255890,93,36.73,25.92,3,29
255970,96,36.73,25.92,4,28
256000,95,36.73,25.92,4,37
256010,96,36.73,25.92,4,28
256030,95,36.73,25.92,3,38
256310,92,36.74,25.92,4,18
256360,92,36.74,25.92,4,24
256440,92,36.74,25.92,2,14
256550,93,36.74,25.92,3,23
256580,92,36.74,25.93,2,28
256610,92,36.74,25.93,2,26
256620,92,36.74,25.93,2,24
256650,93,36.74,25.93,2,36
256770,94,36.75,25.93,3,30
256800,94,36.75,25.93,3,28
256910,94,36.75,25.93,4,26
256920,94,36.75,25.93,2,24
257170,93,36.75,25.93,1,21
257210,93,36.75,25.93,1,19
257430,93,36.75,25.93,2,22
257530,93,36.75,25.93,3,20
257580,94,36.76,25.93,4,22
257700,94,36.76,25.93,2,20
257740,92,36.76,25.93,2,23
257750,93,36.76,25.93,2,18
257970,93,36.76,25.93,3,19
258040,94,36.76,25.93,2,17
258050,94,36.76,25.93,2,18
258180,94,36.76,25.93,1,17
258200,94,36.76,25.93,1,15
258260,94,36.76,25.94,2,15
258370,93,36.76,25.94,1,15
259070,95,36.77,25.94,1,22
259130,95,36.77,25.94,2,21
259140,95,36.77,25.94,1,19
259300,97,36.77,25.94,3,23
259410,95,36.78,25.94,5,16
259470,95,36.78,25.94,2,14
259640,96,36.78,25.94,5,37
259830,96,36.78,25.95,4,36
259860,96,36.78,25.95,4,32
260020,94,36.78,25.95,3,33
260120,92,36.79,25.95,3,23
260160,92,36.79,25.95,2,24
260370,94,36.79,25.95,3,26
260400,93,36.79,25.95,8,29
260480,94,36.79,25.95,7,38
260620,96,36.8,25.95,4,32
260720,96,36.8,25.96,3,47
260820,94,36.8,25.96,3,47
260830,95,36.8,25.96,3,47
260960,96,36.8,25.96,2,45
260970,96,36.8,25.96,2,43
261030,96,36.8,25.96,3,45
261040,93,36.8,25.96,3,46
261070,93,36.81,25.96,7,45
261150,91,36.81,25.96,3,43
261370,88,36.81,25.96,2,25
261410,88,36.81,25.96,2,24
261430,88,36.81,25.96,2,27
261530,88,36.81,25.96,2,24
261640,89,36.81,25.96,2,26
261650,88,36.81,25.96,2,27
261780,92,36.81,25.96,2,37
261820,91,36.82,25.96,2,32
261870,91,36.82,25.96,4,35
261990,90,36.82,25.97,2,28
262110,89,36.82,25.97,1,22
262170,90,36.82,25.97,1,24
262180,89,36.82,25.97,1,23
262190,89,36.82,25.97,1,22
262210,88,36.82,25.97,1,25
262290,87,36.82,25.97,3,20
262540,87,36.82,25.97,2,20
262550,87,36.82,25.97,2,18
262740,88,36.82,25.97,1,23
262780,89,36.82,25.97,1,22
262790,89,36.82,25.97,1,23
262830,90,36.83,25.97,1,30
262860,93,36.83,25.97,4,40
262880,94,36.83,25.97,4,41
262890,94,36.83,25.97,4,37
263010,95,36.83,25.97,2,35
263020,96,36.83,25.97,2,37
263150,95,36.83,25.97,5,34
263190,96,36.83,25.97,6,34
263270,94,36.83,25.98,3,31
263300,94,36.84,25.98,4,28
263320,93,36.84,25.98,4,21
263360,93,36.84,25.98,1,27
263440,92,36.84,25.98,2,36
263500,92,36.84,25.98,7,35
263560,92,36.84,25.98,3,22
263570,92,36.84,25.98,3,22
263640,92,36.84,25.98,2,24
263800,94,36.84,25.98,2,26
263960,94,36.84,25.98,2,22
264000,96,36.84,25.98,3,25
264370,91,36.85,25.99,7,29
264380,91,36.85,25.99,7,28
264400,90,36.85,25.99,7,27
264430,90,36.85,25.99,8,25
264520,91,36.85,25.99,6,36
264740,92,36.86,25.99,4,37
264780,95,36.86,25.99,3,43
264870,98,36.86,25.99,4,40
265430,86,36.87,26,8,48
265460,85,36.87,26,5,44
265540,85,36.87,26,4,50
265610,86,36.87,26,3,52
265650,86,36.87,26,7,46
265670,86,36.87,26,7,43
265770,87,36.87,26,5,45
265830,88,36.88,26,3,47
265840,88,36.88,26,3,48
265890,87,36.88,26,5,43
266060,87,36.88,26,2,42
266090,85,36.88,26,2,40
266140,87,36.88,26,1,32
266170,86,36.88,26,4,30
266340,84,36.88,26,5,26
266370,84,36.88,26,5,25
266640,83,36.89,26.01,6,27
266680,85,36.89,26.01,6,33
266730,84,36.89,26.01,17,31
266880,84,36.89,26.01,6,25
266950,87,36.9,26.01,10,47
267080,86,36.9,26.01,8,39
267330,87,36.91,26.01,12,26
267370,86,36.91,26.01,10,21
267450,86,36.91,26.02,11,21
267670,89,36.91,26.02,4,40
267730,89,36.91,26.02,4,26
267750,88,36.91,26.02,4,30
268160,88,36.92,26.02,3,46
268280,88,36.92,26.02,5,35
268900,89,36.93,26.03,4,31
268980,85,36.93,26.03,3,23
269010,87,36.93,26.03,3,27
269030,88,36.93,26.03,3,29
269140,87,36.94,26.03,3,39
269180,87,36.94,26.03,7,41
269290,87,36.94,26.03,2,26
269300,87,36.94,26.03,2,27
269310,87,36.94,26.03,2,26
269340,87,36.94,26.03,1,22
269380,87,36.94,26.03,1,26
269400,86,36.94,26.03,2,22
269410,86,36.94,26.03,2,27
269430,87,36.94,26.03,2,24
269490,87,36.94,26.03,4,25
269540,86,36.94,26.04,2,28
269570,86,36.94,26.04,2,24
269630,86,36.94,26.04,8,22
269670,86,36.94,26.04,2,26
269700,87,36.94,26.04,2,23
269810,86,36.94,26.04,3,23
269850,86,36.95,26.04,2,27
269860,87,36.95,26.04,2,26
270100,89,36.95,26.04,3,29
270150,89,36.95,26.04,3,26
270200,88,36.95,26.04,22,22
270210,88,36.95,26.04,22,22
270350,89,36.96,26.04,3,31
270440,90,36.96,26.04,4,30
270460,91,36.96,26.04,4,33
270530,93,36.96,26.04,8,42
270680,96,36.97,26.04,6,38
270730,95,36.97,26.05,7,34
270740,95,36.97,26.05,7,33
270780,94,36.97,26.05,9,36
270890,93,36.97,26.05,4,44
270920,92,36.97,26.05,7,49
271140,92,36.98,26.05,8,35
271400,93,36.99,26.05,8,39
271460,92,36.99,26.05,16,37
271540,92,36.99,26.06,10,36
271620,91,36.99,26.06,4,35
271630,91,36.99,26.06,4,34
271720,92,37,26.06,2,40
271980,94,37.01,26.06,5,30
271990,93,37.01,26.06,5,29
272200,96,37.01,26.06,14,77
272260,86,37.01,26.06,13,58
272290,79,37.01,26.06,27,42
272450,82,37.02,26.07,12,34
272470,81,37.02,26.07,20,34
272520,81,37.02,26.07,23,30
272800,83,37.03,26.07,4,41
272870,84,37.03,26.07,6,43
272880,84,37.03,26.07,6,43
273060,82,37.03,26.07,4,41
273090,82,37.03,26.07,4,41
273110,81,37.03,26.07,4,40
273150,83,37.03,26.08,8,43
273260,84,37.04,26.08,10,39
273290,83,37.04,26.08,10,30
273300,82,37.04,26.08,6,32
273320,82,37.04,26.08,6,32
273340,82,37.04,26.08,6,35
273850,84,37.05,26.08,8,35
273870,85,37.05,26.08,8,49
273930,84,37.05,26.08,5,52
274110,83,37.06,26.09,5,33
274310,85,37.06,26.09,9,41
274580,80,37.07,26.09,4,32
274690,80,37.07,26.09,8,44
274860,83,37.07,26.1,10,37
274870,83,37.07,26.1,10,47
274960,83,37.07,26.1,6,38
274980,83,37.07,26.1,10,33
275160,82,37.08,26.1,6,29
275170,82,37.08,26.1,6,30
275200,82,37.08,26.1,6,30
275320,84,37.08,26.1,4,34
275360,85,37.08,26.1,9,34
275370,83,37.08,26.1,9,39
275450,83,37.08,26.1,7,40
275480,84,37.08,26.1,5,38
275540,83,37.09,26.1,4,31
275590,82,37.09,26.1,4,31
275600,82,37.09,26.1,4,28
275610,83,37.09,26.1,4,31
275760,84,37.09,26.11,11,35
275830,82,37.09,26.11,7,48
276010,86,37.1,26.11,8,44
276270,89,37.1,26.11,3,38
276300,90,37.1,26.11,8,37
276370,88,37.1,26.11,5,30
276430,90,37.1,26.11,6,31
276530,90,37.1,26.12,3,30
276580,90,37.11,26.12,3,30
276600,90,37.11,26.12,5,34
276690,93,37.11,26.12,2,41
276720,93,37.11,26.12,4,40
276780,88,37.11,26.12,3,31
276800,87,37.11,26.12,3,29
277220,85,37.12,26.12,3,30
277270,85,37.12,26.12,3,35
277350,86,37.12,26.13,4,32
277510,89,37.12,26.13,4,48
277550,88,37.12,26.13,4,46
277680,89,37.13,26.13,6,44
277690,87,37.13,26.13,6,43
277700,87,37.13,26.13,6,42
277780,88,37.13,26.13,9,45
277790,88,37.13,26.13,9,46
277800,88,37.13,26.13,6,45
277920,89,37.13,26.14,4,37
277970,89,37.13,26.14,4,40
278040,89,37.14,26.14,9,39
278060,90,37.14,26.14,9,40
278090,89,37.14,26.14,9,38
278200,87,37.14,26.14,3,33
278470,87,37.14,26.14,6,33
278560,86,37.14,26.15,5,30
278580,86,37.14,26.15,6,30
278740,88,37.15,26.15,3,32
278970,88,37.15,26.15,6,29
279000,89,37.15,26.15,3,42
279340,89,37.16,26.16,3,39
279350,88,37.16,26.16,3,39
279390,87,37.16,26.16,7,37
279450,86,37.16,26.16,18,36
279510,86,37.16,26.16,8,37
279610,88,37.16,26.16,2,36
279760,87,37.17,26.16,4,29
279810,88,37.17,26.16,2,30
280010,89,37.17,26.16,3,50
280060,90,37.17,26.16,4,65
280090,90,37.17,26.16,6,56
280130,90,37.17,26.16,6,49
280150,89,37.18,26.16,6,53
280310,90,37.18,26.17,13,43
280330,88,37.18,26.17,5,43
280470,92,37.18,26.17,12,41
280520,93,37.19,26.17,6,41
280580,93,37.19,26.17,8,42
280680,90,37.19,26.17,9,35
280750,92,37.19,26.17,7,44
280770,95,37.19,26.17,7,52
280900,93,37.19,26.17,9,49
280930,94,37.19,26.17,9,53
281050,96,37.2,26.18,9,64
281220,97,37.2,26.18,7,60
281330,97,37.21,26.18,9,51
281480,90,37.21,26.18,6,42
281500,90,37.21,26.18,6,43
281740,91,37.22,26.19,7,45
281760,91,37.22,26.19,8,43
281820,91,37.22,26.19,7,44
281850,93,37.22,26.19,7,52
281860,92,37.22,26.19,7,52
282100,91,37.23,26.19,11,47
282120,91,37.23,26.19,7,49
282260,91,37.23,26.19,7,42
282300,91,37.23,26.2,8,47
282380,90,37.23,26.2,8,51
282490,92,37.23,26.2,12,64
282710,96,37.24,26.2,11,74
282790,97,37.25,26.2,8,80
282870,96,37.25,26.2,9,76
282900,97,37.25,26.2,5,76
282960,96,37.26,26.21,11,81
283060,96,37.26,26.21,4,76
283070,97,37.26,26.21,4,75
283120,97,37.26,26.21,5,71
283180,95,37.26,26.21,5,66
283190,94,37.27,26.21,5,62
283540,96,37.27,26.21,8,54
283580,97,37.27,26.21,10,61
283690,93,37.28,26.22,10,52
283940,94,37.28,26.22,6,55
284120,96,37.29,26.22,15,58
284180,96,37.29,26.22,5,63
284200,93,37.29,26.22,5,56
284210,93,37.29,26.22,5,55
284230,91,37.29,26.23,10,47
284320,90,37.29,26.23,4,55
284340,90,37.29,26.23,13,50
284370,90,37.29,26.23,13,62
284380,91,37.29,26.23,13,63
284420,92,37.29,26.23,5,66
284460,91,37.3,26.23,9,49
284620,97,37.3,26.23,6,56
284670,96,37.3,26.23,6,57
284800,95,37.3,26.23,6,46
284840,97,37.3,26.24,2,44
284990,93,37.31,26.24,7,51
285110,94,37.31,26.24,13,50
285160,93,37.31,26.24,11,47
285170,93,37.31,26.24,11,47
285180,92,37.31,26.24,6,48
285190,91,37.31,26.24,6,49
285240,90,37.32,26.25,17,48
285290,93,37.32,26.25,17,54
285450,91,37.32,26.25,8,60
285480,92,37.32,26.25,7,60
285600,94,37.32,26.25,6,54
285720,91,37.33,26.25,11,48
285830,89,37.33,26.26,8,70
285880,90,37.33,26.26,11,63
285890,90,37.33,26.26,11,50
285990,90,37.33,26.26,13,52
286080,89,37.34,26.26,11,40
286120,90,37.34,26.26,11,59
286190,90,37.34,26.26,13,50
286250,89,37.34,26.26,7,51
286370,90,37.34,26.26,9,60
286570,94,37.35,26.27,7,55
286580,94,37.35,26.27,7,51
286720,92,37.36,26.27,8,45
286790,90,37.36,26.27,7,49
286830,89,37.36,26.27,7,52
286890,89,37.36,26.27,7,38
286920,90,37.36,26.27,8,52
286930,89,37.36,26.27,8,50
286950,89,37.36,26.27,8,39
287040,88,37.36,26.27,6,38
287070,89,37.36,26.28,6,43
287150,91,37.36,26.28,6,49
287180,89,37.36,26.28,13,46
287200,90,37.36,26.28,13,47
287240,93,37.37,26.28,11,57
287270,93,37.37,26.28,11,64
287300,92,37.37,26.28,16,61
287350,92,37.37,26.28,13,45
287370,90,37.37,26.28,13,46
287460,90,37.37,26.28,7,49
287520,93,37.37,26.28,7,54
287580,94,37.37,26.28,15,51
287620,93,37.38,26.28,15,49
287780,93,37.38,26.29,7,44
287810,93,37.38,26.29,7,40
287820,93,37.38,26.29,10,46
287840,93,37.38,26.29,10,41
287880,92,37.38,26.29,4,42
288050,96,37.38,26.29,5,51
288060,96,37.38,26.29,4,55
288080,96,37.39,26.29,4,60
288180,96,37.39,26.3,10,48
288360,93,37.4,26.3,10,43
288390,94,37.4,26.3,10,42
288520,96,37.4,26.31,12,50
288750,94,37.41,26.32,8,47
288780,94,37.41,26.32,5,47
288800,95,37.41,26.32,5,45
288830,94,37.41,26.32,5,56
288840,93,37.41,26.32,17,53
288890,92,37.42,26.32,17,44
289120,92,37.42,26.33,7,51
289170,91,37.43,26.33,12,52
289180,91,37.43,26.33,12,56
289200,91,37.43,26.33,11,56
289310,92,37.43,26.34,8,53
289450,89,37.43,26.34,4,41
289500,90,37.44,26.34,5,34
289510,90,37.44,26.34,5,37
289580,91,37.44,26.34,6,42
289700,91,37.44,26.35,19,39
289770,91,37.44,26.35,3,31
289830,91,37.45,26.35,3,34
289850,92,37.45,26.35,3,38
289920,93,37.45,26.35,8,38
290000,94,37.45,26.36,29,39
290080,92,37.45,26.36,19,38
290230,93,37.46,26.36,4,43
290270,93,37.46,26.36,4,33
290340,93,37.46,26.36,3,35
290470,97,37.46,26.37,8,59
290610,98,37.47,26.37,16,58
290630,96,37.47,26.37,16,53
290640,96,37.47,26.37,7,54
290720,95,37.47,26.37,7,48
290860,93,37.47,26.37,12,43
290870,92,37.47,26.37,12,43
290930,91,37.47,26.37,17,42
290950,91,37.47,26.37,21,39
291030,94,37.47,26.37,9,59
291080,92,37.48,26.37,12,46
291090,92,37.48,26.38,12,48
291240,90,37.48,26.38,17,45
291250,90,37.48,26.38,17,53
291410,88,37.48,26.38,7,53
291560,89,37.48,26.38,3,50
291670,91,37.49,26.38,4,58
291700,90,37.49,26.38,4,55
291800,96,37.49,26.39,15,62
291990,97,37.5,26.39,15,60
292130,92,37.5,26.39,7,49
292220,88,37.51,26.39,13,43
292330,88,37.51,26.39,12,41
292450,88,37.51,26.4,6,55
292490,87,37.51,26.4,6,50
292780,89,37.52,26.4,15,43
292900,86,37.52,26.4,8,40
293010,91,37.52,26.4,17,52
293090,92,37.53,26.41,9,62
293190,94,37.53,26.41,5,52
293290,91,37.53,26.41,7,44
293320,92,37.53,26.41,7,46
293390,93,37.53,26.41,3,48
293580,94,37.54,26.42,12,52
293650,92,37.54,26.42,7,44
293690,93,37.54,26.42,7,38
293790,91,37.54,26.42,13,45
293830,90,37.55,26.42,8,42
293890,89,37.55,26.42,5,37
293940,92,37.55,26.42,4,48
294060,87,37.55,26.43,5,40
294490,89,37.56,26.43,6,44
294510,89,37.56,26.43,6,44
294630,89,37.56,26.43,4,41
294710,89,37.56,26.43,3,39
295190,92,37.57,26.44,3,40
295250,91,37.57,26.44,4,39
295460,91,37.58,26.44,12,49
295800,93,37.58,26.45,7,43
295840,94,37.58,26.45,7,49
295870,94,37.58,26.45,4,48
295880,94,37.58,26.45,4,50
295940,94,37.58,26.45,3,42
296120,95,37.59,26.45,5,43
296180,94,37.59,26.45,5,41
296200,93,37.59,26.45,5,40
296300,94,37.59,26.46,6,34
296330,91,37.59,26.46,6,39
296450,91,37.59,26.46,4,31
296570,89,37.59,26.46,4,32
296660,90,37.6,26.46,5,41
296750,91,37.6,26.46,7,30
296780,92,37.6,26.46,2,43
296800,91,37.6,26.46,2,33
296810,92,37.6,26.46,2,34
296960,89,37.6,26.46,5,27
297040,90,37.6,26.46,3,34
297130,90,37.6,26.46,3,28
297180,90,37.6,26.46,5,29
297390,91,37.6,26.46,3,30
297430,91,37.61,26.47,3,38
297470,92,37.61,26.47,3,34
297490,91,37.61,26.47,1,33
297600,93,37.61,26.47,3,40
297890,93,37.61,26.47,3,34
298000,92,37.62,26.47,5,38
298100,95,37.62,26.47,7,39
298190,94,37.62,26.47,4,34
298410,94,37.62,26.48,12,44
298450,94,37.62,26.48,10,43
298500,93,37.62,26.48,6,32
298610,92,37.63,26.48,6,39
298660,91,37.63,26.48,5,30
298960,95,37.63,26.48,8,44
299060,94,37.63,26.48,10,46
299080,95,37.63,26.48,10,49
299130,93,37.63,26.48,10,45
299180,94,37.64,26.49,11,55
299240,94,37.64,26.49,6,44
